,Unnamed: 0,playerID,nameFirst,nameLast,bats,throws,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,Years_Played,HoF,votedBy,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,playerIDmstr,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,1B,SLG,OBS,OPS
14331,12909.0,nitkocj01,C. J.,Nitkowski,L,L,1995-06-03,2005.0,337.0,15.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,,,,,,,,,nitkocj01,337,336,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,337,0,2.0,0.13333333333333333,0.13333333333333333,0.26666666666666666
14332,12936.0,nomohi01,Hideo,Nomo,R,R,1995-05-02,2008.0,324.0,485.0,22.0,65.0,14.0,1.0,4.0,26.0,0.0,13.0,222.0,0.0,0.0,44.0,1.0,12.0,,,,1.0,,1.0,,,nomohi01,324,323,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,324,0,46.0,0.19175257731958764,0.156312625250501,0.34806520257008866
14336,13305.0,osunaan01,Antonio,Osuna,R,R,1995-04-25,2005.0,411.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,,,,,,,,,osunaan01,411,411,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,411,0,1.0,0.1111111111111111,0.18181818181818182,0.29292929292929293
14339,13425.0,palmeor01,Orlando,Palmeiro,L,L,1995-07-01,2007.0,1206.0,2335.0,306.0,640.0,113.0,14.0,12.0,226.0,37.0,265.0,230.0,13.0,25.0,56.0,24.0,13.0,,,,,,,,,palmeor01,1206,0,0,0,0,0,0,351,119,285,721,86.0,0,0,0,0,0,0,1206,0,501.0,0.34989293361884366,0.3510758776896942,0.7009688113085379
14345,13720.0,percitr01,Troy,Percival,R,R,1995-04-26,2009.0,703.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,,,,4.0,,,,,percitr01,703,703,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,703,0,0.0,0.0,0.0,0.0
14347,13734.0,perezed02,Eddie,Perez,R,R,1995-09-10,2005.0,564.0,1525.0,137.0,386.0,85.0,2.0,40.0,172.0,1.0,84.0,234.0,8.0,15.0,17.0,10.0,11.0,,,,,,,,,perezed02,564,0,501,25,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,564,0,259.0,0.3901639344262295,0.2968176254589963,0.6869815598852258
14348,13760.0,perezto03,Tomas,Perez,B,R,1995-05-03,2008.0,789.0,1896.0,205.0,455.0,96.0,13.0,24.0,180.0,6.0,131.0,341.0,24.0,8.0,28.0,11.0,12.0,,,,,,,,,perezto03,789,1,0,47,240,171,201,1,0,5,6,0.0,0,0,0,0,0,0,789,0,322.0,0.34229957805907174,0.2903225806451613,0.6326221587042331
14350,13845.0,pettian01,Andy,Pettitte,L,L,1995-04-29,2013.0,533.0,196.0,6.0,27.0,6.0,0.0,1.0,13.0,0.0,6.0,66.0,0.0,0.0,34.0,1.0,18.0,,,,3.0,,,,,pettian01,533,531,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,470,63,20.0,0.1836734693877551,0.1625615763546798,0.3462350457424349
14353,14131.0,posadjo01,Jorge,Posada,B,R,1995-09-04,2011.0,1829.0,6092.0,900.0,1664.0,379.0,10.0,275.0,1065.0,20.0,936.0,1453.0,78.0,74.0,1.0,47.0,17.0,,,,5.0,,,,5.0,posadjo01,1829,0,1574,42,1,0,0,0,0,0,0,181.0,0,0,0,0,0,0,1594,235,1000.0,0.47406434668417596,0.3740383270387467,0.8481026737229227
14354,14168.0,powelja04,Jay,Powell,R,R,1995-09-10,2005.0,513.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,11.0,,,,,,,,,powelja04,513,512,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,513,0,2.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
14359,14376.0,radkebr01,Brad,Radke,R,R,1995-04-29,2006.0,378.0,29.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,12.0,,,,1.0,,,,,radkebr01,378,378,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,378,0,3.0,0.10344827586206896,0.10344827586206896,0.20689655172413793
14360,14460.0,randajo01,Joe,Randa,R,R,1995-04-30,2006.0,1522.0,5428.0,697.0,1543.0,327.0,36.0,123.0,739.0,42.0,432.0,738.0,22.0,55.0,25.0,67.0,12.0,,,,,,,,,randajo01,1522,0,0,26,58,1362,0,0,0,0,0,51.0,0,0,0,0,0,0,1522,0,1057.0,0.42575534266764925,0.3393513874958208,0.76510673016347
14362,14694.0,reyesal01,Alberto,Reyes,R,R,1995-04-27,2008.0,384.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,13.0,,,,,,,,,reyesal01,384,384,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,384,0,3.0,0.25,0.3076923076923077,0.5576923076923077
14365,14902.0,riverma01,Mariano,Rivera,R,R,1995-05-23,2013.0,1115.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,,,,13.0,,,1.0,,riverma01,1115,1115,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,917,198,0.0,0.0,0.25,0.25
14371,15052.0,rodrife01,Felix,Rodriguez,R,R,1995-05-13,2006.0,563.0,17.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,11.0,,,,,,,,,rodrife01,563,563,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,563,0,2.0,0.47058823529411764,0.2777777777777778,0.7483660130718954
14379,15775.0,schmija01,Jason,Schmidt,R,R,1995-04-28,2009.0,324.0,597.0,29.0,63.0,9.0,0.0,7.0,21.0,0.0,22.0,282.0,0.0,2.0,90.0,1.0,14.0,,,,3.0,,,,,schmija01,324,323,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,324,0,47.0,0.15577889447236182,0.13987138263665594,0.29565027710901776
14388,16994.0,stewash01,Shannon,Stewart,R,R,1995-09-02,2008.0,1386.0,5574.0,853.0,1653.0,315.0,41.0,115.0,580.0,196.0,504.0,684.0,16.0,74.0,15.0,38.0,14.0,,,,,,,,,stewash01,1386,0,0,0,0,0,0,1153,115,14,1261,108.0,0,0,0,0,0,0,1386,0,1182.0,0.4296734840330104,0.3604200323101777,0.7900935163431881
14389,17159.0,sturtta01,Tanyon,Sturtze,R,R,1995-05-03,2008.0,272.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,12.0,,,,,,,,,sturtta01,272,272,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,272,0,1.0,0.0625,0.0625,0.125
14390,17164.0,stynech01,Chris,Stynes,R,R,1995-05-19,2004.0,828.0,2326.0,351.0,640.0,118.0,9.0,51.0,265.0,49.0,191.0,308.0,9.0,22.0,23.0,11.0,10.0,,,,,,,,,stynech01,828,0,0,0,167,388,2,134,2,22,152,5.0,0,0,0,0,0,0,828,0,462.0,0.3993981083404987,0.33450980392156865,0.7339079122620673
14391,17223.0,sullisc01,Scott,Sullivan,R,R,1995-05-06,2004.0,559.0,48.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,3.0,0.0,10.0,,,,,,,,,sullisc01,559,558,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,559,0,4.0,0.08333333333333333,0.08333333333333333,0.16666666666666666
14392,17242.0,suppaje01,Jeff,Suppan,R,R,1995-07-17,2012.0,453.0,440.0,27.0,76.0,7.0,0.0,1.0,24.0,1.0,24.0,101.0,0.0,3.0,70.0,0.0,17.0,,,,,,,,,suppaje01,453,448,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,415,38,68.0,0.19545454545454546,0.22055674518201285,0.4160112906365583
14394,17310.0,sweenma01,Mark,Sweeney,L,L,1995-08-04,2008.0,1218.0,1830.0,220.0,464.0,101.0,9.0,42.0,250.0,16.0,259.0,425.0,14.0,12.0,12.0,18.0,14.0,,,,,,,,,sweenma01,1218,0,0,226,0,0,0,128,2,110,235,18.0,0,0,0,0,0,0,1218,0,312.0,0.387431693989071,0.3468617272298254,0.7342934212188964
14395,17311.0,sweenmi01,Mike,Sweeney,R,R,1995-09-04,2010.0,1454.0,5188.0,759.0,1540.0,325.0,5.0,215.0,909.0,53.0,522.0,613.0,61.0,74.0,5.0,59.0,16.0,,,,5.0,,,,,sweenmi01,1454,0,201,588,0,0,0,0,0,0,0,608.0,0,0,0,0,0,0,1398,56,995.0,0.48573631457208943,0.365565634092076,0.8513019486641654
14404,17924.0,tuckemi01,Michael,Tucker,L,R,1995-04-26,2006.0,1417.0,4083.0,625.0,1047.0,208.0,49.0,125.0,528.0,114.0,490.0,960.0,31.0,39.0,41.0,33.0,12.0,,,,,,,,,tuckemi01,1417,0,0,19,3,0,0,301,195,783,1150,69.0,0,0,0,0,0,0,1417,0,665.0,0.42321822189566494,0.3392895586652314,0.7625077805608964
14406,18036.0,urbinug01,Ugueth,Urbina,R,R,1995-05-09,2005.0,583.0,53.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,32.0,0.0,0.0,4.0,0.0,11.0,,,,2.0,,,,,urbinug01,583,583,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,583,0,5.0,0.09433962264150944,0.14285714285714285,0.2371967654986523
14410,18264.0,villoro01,Ron,Villone,L,L,1995-04-28,2009.0,717.0,170.0,7.0,22.0,3.0,1.0,1.0,7.0,0.0,1.0,51.0,0.0,1.0,12.0,0.0,15.0,,,,,,,,,villoro01,717,717,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,717,0,17.0,0.17647058823529413,0.13953488372093023,0.31600547195622436
14413,18342.0,wagnebi02,Billy,Wagner,L,L,1995-09-13,2010.0,854.0,20.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,16.0,,,,7.0,,,,,wagnebi02,854,854,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,783,71,2.0,0.1,0.14285714285714285,0.24285714285714285
14417,18549.0,wasdijo01,John,Wasdin,R,R,1995-08-24,2007.0,328.0,19.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,12.0,,,,,,,,,wasdijo01,328,328,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,328,0,2.0,0.21052631578947367,0.2,0.4105263157894737
14421,18899.0,widgech01,Chris,Widger,R,R,1995-06-23,2006.0,613.0,1826.0,180.0,435.0,104.0,7.0,55.0,222.0,10.0,141.0,384.0,7.0,14.0,6.0,11.0,10.0,,,,,,,,,widgech01,613,0,574,4,0,1,0,2,0,3,5,9.0,0,0,0,0,0,0,613,0,269.0,0.3932092004381161,0.2961847389558233,0.6893939393939394
14427,19553.0,zaungr01,Gregg,Zaun,B,R,1995-06-24,2010.0,1232.0,3489.0,437.0,878.0,194.0,9.0,88.0,446.0,23.0,479.0,544.0,30.0,29.0,14.0,31.0,16.0,,,,,,,,,zaungr01,1232,0,1067,2,2,0,0,0,0,0,0,34.0,0,0,0,0,0,0,1204,28,587.0,0.3880768128403554,0.34409136047666333,0.7321681733170187
14428,33.0,abreubo01,Bobby,Abreu,L,R,1996-09-01,2014.0,2425.0,8480.0,1453.0,2470.0,574.0,59.0,288.0,1363.0,400.0,1476.0,1840.0,115.0,33.0,7.0,85.0,18.0,,,,2.0,1.0,,,1.0,abreubo01,2425,0,0,0,0,0,0,142,21,1990,2138,161.0,0,0,0,0,0,0,1951,474,1549.0,0.47476415094339625,0.3949771689497717,0.8697413198931679
14439,955.0,batisto01,Tony,Batista,R,R,1996-06-03,2007.0,1309.0,4568.0,625.0,1146.0,226.0,17.0,221.0,718.0,47.0,287.0,790.0,27.0,47.0,10.0,47.0,11.0,,,,2.0,,,,,batisto01,1309,0,0,27,94,807,260,0,0,0,0,52.0,0,0,0,0,0,0,1309,0,682.0,0.4529334500875657,0.29905031319458475,0.7519837632821504
14457,2497.0,cairomi01,Miguel,Cairo,R,R,1996-04-17,2012.0,1490.0,3956.0,504.0,1044.0,193.0,34.0,41.0,394.0,139.0,243.0,482.0,9.0,64.0,86.0,43.0,17.0,,,,,,,,,cairomi01,1490,0,0,170,754,231,55,56,0,14,69,20.0,0,0,0,0,0,0,1227,263,776.0,0.3609706774519717,0.31374825824431024,0.6747189356962819
14461,2832.0,castilu01,Luis,Castillo,B,R,1996-08-08,2010.0,1720.0,6510.0,1001.0,1889.0,194.0,59.0,28.0,443.0,370.0,800.0,850.0,13.0,12.0,123.0,26.0,15.0,,,,3.0,3.0,,,,castilu01,1720,0,0,0,1683,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1634,86,1608.0,0.3509984639016897,0.3675830157866086,0.7185814796882983
14462,3000.0,chavera01,Raul,Chavez,R,R,1996-08-30,2009.0,263.0,680.0,48.0,157.0,27.0,1.0,7.0,65.0,4.0,31.0,115.0,6.0,3.0,7.0,4.0,11.0,,,,,,,,,chavera01,263,0,247,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,263,0,122.0,0.3044117647058823,0.266016713091922,0.5704284777978044
14473,4406.0,desseel01,Elmer,Dessens,R,R,1996-06-24,2010.0,445.0,240.0,14.0,39.0,4.0,1.0,0.0,16.0,0.0,22.0,65.0,0.0,0.0,38.0,0.0,14.0,,,,,,,,,desseel01,445,441,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,392,53,34.0,0.1875,0.23282442748091603,0.42032442748091603
14474,4455.0,diazei01,Einar,Diaz,R,R,1996-09-09,2006.0,673.0,2061.0,222.0,523.0,116.0,6.0,21.0,202.0,21.0,96.0,199.0,4.0,53.0,34.0,13.0,11.0,,,,,,,,,diazei01,673,0,649,3,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,673,0,380.0,0.34643377001455605,0.30229419703103916,0.6487279670455952
14476,4506.0,difelmi01,Mike,Difelice,R,R,1996-09-01,2008.0,550.0,1558.0,145.0,368.0,83.0,9.0,28.0,167.0,3.0,101.0,334.0,3.0,19.0,22.0,14.0,13.0,,,,,,,,,difelmi01,550,0,533,1,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,550,0,248.0,0.35494223363286265,0.28841607565011823,0.6433583092829809
14480,4913.0,dyeje01,Jermaine,Dye,R,R,1996-05-17,2009.0,1763.0,6487.0,984.0,1779.0,363.0,25.0,325.0,1072.0,46.0,597.0,1308.0,40.0,63.0,2.0,65.0,14.0,,,,2.0,1.0,,1.0,1.0,dyeje01,1763,0,0,1,0,0,1,27,9,1671,1694,52.0,0,0,0,0,0,0,1763,0,1066.0,0.48820718359796517,0.3381863560732113,0.8263935396711765
14483,5173.0,erstada01,Darin,Erstad,L,L,1996-06-14,2009.0,1654.0,6024.0,913.0,1697.0,316.0,33.0,124.0,699.0,179.0,475.0,939.0,46.0,37.0,36.0,43.0,14.0,,,,2.0,3.0,,,1.0,erstada01,1654,0,0,627,0,0,0,352,540,20,887,49.0,0,0,0,0,0,0,1654,0,1224.0,0.4068725099601594,0.335765313877489,0.7426378238376483
14486,5359.0,fasansa01,Sal,Fasano,R,R,1996-04-03,2008.0,427.0,1109.0,136.0,245.0,49.0,0.0,47.0,140.0,2.0,72.0,327.0,1.0,47.0,12.0,5.0,11.0,,,,,,,,,fasansa01,427,0,415,7,0,1,0,0,0,0,0,6.0,0,0,0,0,0,0,427,0,149.0,0.39224526600541026,0.29521492295214924,0.6874601889575596
14490,6121.0,garcino01,Nomar,Garciaparra,R,R,1996-08-31,2009.0,1434.0,5586.0,927.0,1747.0,370.0,52.0,229.0,936.0,95.0,403.0,554.0,54.0,59.0,5.0,63.0,14.0,,,,6.0,,1.0,,1.0,garcino01,1434,0,0,210,1,94,1055,0,0,0,0,25.0,0,0,0,0,0,0,1434,0,1096.0,0.5205871822413176,0.3614792996236295,0.8820664818649471
14493,6707.0,graffto01,Tony,Graffanino,R,R,1996-04-19,2009.0,981.0,2810.0,442.0,746.0,145.0,21.0,58.0,302.0,53.0,275.0,486.0,12.0,28.0,28.0,20.0,13.0,,,,,,,,,graffto01,981,0,0,51,551,182,107,6,0,0,6,17.0,0,0,0,0,0,0,981,0,522.0,0.39395017793594306,0.33482285349505264,0.7287730314309957
14494,6756.0,graveda01,Danny,Graves,R,R,1996-07-13,2006.0,520.0,76.0,5.0,8.0,0.0,0.0,2.0,3.0,1.0,1.0,25.0,0.0,0.0,5.0,0.0,11.0,,,,2.0,,,,,graveda01,520,518,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,520,0,6.0,0.18421052631578946,0.11688311688311688,0.30109364319890636
14496,6825.0,greento02,Todd,Greene,R,R,1996-07-30,2006.0,536.0,1573.0,181.0,397.0,82.0,3.0,71.0,217.0,5.0,67.0,332.0,8.0,10.0,1.0,6.0,11.0,,,,,,,,,greento02,536,0,294,25,0,0,0,19,0,25,44,90.0,0,0,0,0,0,0,536,0,241.0,0.44373808010171645,0.286231884057971,0.7299699641596875
14498,6972.0,guerrvl01,Vladimir,Guerrero,R,R,1996-09-19,2011.0,2147.0,8155.0,1328.0,2590.0,477.0,46.0,449.0,1496.0,181.0,737.0,985.0,250.0,103.0,0.0,64.0,16.0,1.0,BBWAA,1.0,9.0,,,,8.0,guerrvl01,2147,0,0,0,0,0,0,1,2,1605,1608,508.0,0,0,0,0,0,0,1850,297,1618.0,0.5525444512568977,0.37862898774699194,0.9311734390038896
14505,7712.0,heredfe01,Felix,Heredia,L,L,1996-08-09,2005.0,511.0,15.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,,,,,,,,,heredfe01,511,511,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,511,0,4.0,0.26666666666666666,0.26666666666666666,0.5333333333333333
14506,7754.0,hernali01,Livan,Hernandez,R,R,1996-09-24,2012.0,537.0,973.0,64.0,215.0,38.0,2.0,10.0,85.0,0.0,10.0,130.0,0.0,4.0,123.0,3.0,17.0,,,,2.0,,,1.0,1.0,hernali01,537,519,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,427,110,165.0,0.2949640287769784,0.2313131313131313,0.5262771600901097
14514,8460.0,ibanera01,Raul,Ibanez,L,R,1996-08-01,2014.0,2161.0,7471.0,1055.0,2034.0,424.0,51.0,305.0,1207.0,50.0,713.0,1374.0,83.0,29.0,2.0,63.0,19.0,,,,1.0,,,,,ibanera01,2161,0,1,144,0,1,0,1467,2,171,1621,311.0,0,0,0,0,0,0,1518,643,1254.0,0.4651318431267568,0.3354277428709522,0.800559585997709
14515,8531.0,jacksda04,Damian,Jackson,R,R,1996-09-12,2006.0,827.0,2209.0,332.0,536.0,121.0,17.0,32.0,198.0,133.0,245.0,517.0,11.0,24.0,17.0,14.0,11.0,,,,,,,,,jacksda04,827,0,0,2,325,19,284,75,59,19,152,16.0,0,0,0,0,0,0,827,0,366.0,0.3562698053417836,0.32303370786516855,0.6793035132069521
14519,8852.0,jonesan01,Andruw,Jones,R,R,1996-08-15,2012.0,2196.0,7599.0,1204.0,1933.0,383.0,36.0,434.0,1289.0,152.0,891.0,1748.0,69.0,97.0,6.0,71.0,17.0,,,,5.0,10.0,,,1.0,jonesan01,2196,0,0,8,0,0,0,112,1724,224,2043,107.0,0,0,0,0,0,0,1918,278,1080.0,0.4855902092380576,0.3373758373758374,0.822966046613895
14523,9228.0,kendaja01,Jason,Kendall,R,R,1996-04-01,2010.0,2085.0,7627.0,1030.0,2195.0,394.0,35.0,75.0,744.0,189.0,721.0,686.0,51.0,254.0,36.0,63.0,15.0,,,,3.0,,,,,kendaja01,2085,0,2025,0,0,0,0,20,0,10,29,4.0,0,0,0,0,0,0,1967,118,1691.0,0.3781303264717451,0.3658395845354876,0.7439699110072326
14529,10169.0,levinal01,Al,Levine,L,R,1996-06-22,2005.0,416.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,levinal01,416,416,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,416,0,0.0,0.0,0.0,0.0
14546,11795.0,mendora01,Ramiro,Mendoza,R,R,1996-05-25,2005.0,342.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,,,,,,,,,mendora01,342,342,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,342,0,0.0,0.0,0.0,0.0
14549,12025.0,milletr02,Trever,Miller,R,L,1996-09-04,2011.0,694.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0,,,,,,,,,milletr02,694,694,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,589,105,0.0,0.3333333333333333,0.16666666666666666,0.5
14551,12089.0,mirabdo01,Doug,Mirabelli,R,R,1996-08-27,2007.0,566.0,1456.0,162.0,337.0,78.0,2.0,58.0,206.0,3.0,165.0,415.0,5.0,21.0,5.0,8.0,12.0,,,,,,,,,mirabdo01,566,0,522,2,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,566,0,199.0,0.4072802197802198,0.31696969696969696,0.7242499167499168
14553,12131.0,moehlbr01,Brian,Moehler,R,R,1996-09-22,2010.0,334.0,202.0,4.0,9.0,2.0,0.0,0.0,5.0,0.0,9.0,93.0,0.0,3.0,18.0,0.0,14.0,,,,,,,,,moehlbr01,334,332,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,314,20,7.0,0.054455445544554455,0.09813084112149532,0.1525862866660498
14561,12475.0,muellbi02,Bill,Mueller,B,R,1996-04-18,2006.0,1216.0,4223.0,663.0,1229.0,265.0,22.0,85.0,493.0,20.0,543.0,571.0,17.0,35.0,37.0,48.0,11.0,,,,,,,,1.0,muellbi02,1216,0,0,0,53,1128,1,0,0,0,0,3.0,0,0,0,0,0,0,1216,0,857.0,0.42457968269003077,0.3726541554959786,0.7972338381860093
14569,12918.0,nixontr01,Trot,Nixon,L,L,1996-09-21,2008.0,1092.0,3627.0,579.0,995.0,222.0,28.0,137.0,555.0,30.0,504.0,689.0,23.0,31.0,17.0,45.0,12.0,,,,,,,,,nixontr01,1092,0,0,0,0,0,0,7,90,961,1040,16.0,0,0,0,0,0,0,1092,0,608.0,0.4642955610697546,0.36367958164963154,0.8279751427193862
14570,12968.0,nortogr01,Greg,Norton,B,R,1996-08-18,2009.0,1107.0,2410.0,315.0,600.0,126.0,8.0,89.0,338.0,15.0,323.0,604.0,16.0,11.0,6.0,14.0,13.0,,,,,,,,,nortogr01,1107,0,0,208,1,289,6,61,0,43,102,111.0,0,0,0,0,0,0,1107,0,377.0,0.4186721991701245,0.3386511965192168,0.7573233956893413
14572,13287.0,osikke01,Keith,Osik,R,R,1996-04-05,2005.0,456.0,1123.0,96.0,259.0,55.0,4.0,13.0,108.0,6.0,111.0,202.0,4.0,17.0,9.0,5.0,10.0,,,,,,,,,osikke01,456,2,335,14,7,29,0,3,0,1,4,1.0,0,0,0,0,0,0,456,0,187.0,0.32146037399821903,0.30812101910828027,0.6295813931064993
14577,13748.0,perezne01,Neifi,Perez,B,R,1996-08-31,2007.0,1403.0,5127.0,640.0,1370.0,238.0,61.0,64.0,489.0,57.0,231.0,503.0,24.0,7.0,99.0,46.0,12.0,,,,,1.0,,,,perezne01,1403,0,1,0,252,24,1115,0,0,0,0,1.0,0,0,0,0,0,0,1403,0,1007.0,0.37487809635264285,0.2971724265385326,0.6720505228911755
14583,14650.0,relafde01,Desi,Relaford,B,R,1996-08-01,2007.0,939.0,2939.0,375.0,714.0,147.0,19.0,40.0,308.0,81.0,293.0,497.0,22.0,50.0,37.0,28.0,11.0,,,,,,,,,relafde01,939,1,0,0,217,154,467,50,9,37,93,9.0,0,0,0,0,0,0,939,0,508.0,0.3467165702619939,0.3193353474320242,0.6660519176940181
14584,14669.0,renteed01,Edgar,Renteria,R,R,1996-05-10,2011.0,2152.0,8142.0,1200.0,2327.0,436.0,29.0,140.0,923.0,294.0,718.0,1182.0,42.0,31.0,99.0,76.0,16.0,,,,5.0,2.0,,1.0,3.0,renteed01,2152,0,0,1,4,0,2114,0,0,0,0,2.0,0,0,0,0,0,0,1984,168,1722.0,0.39805944485384426,0.343035574885692,0.7410950197395363
14588,15145.0,rolensc01,Scott,Rolen,R,R,1996-08-01,2012.0,2038.0,7398.0,1211.0,2077.0,517.0,43.0,316.0,1287.0,118.0,899.0,1410.0,57.0,127.0,1.0,93.0,17.0,,,,7.0,8.0,1.0,,1.0,rolensc01,2038,0,0,0,0,2023,0,0,0,0,0,0.0,0,0,0,0,0,0,1748,290,1201.0,0.49040281157069476,0.36433016320300576,0.8547329747737005
14600,16757.0,spiezsc01,Scott,Spiezio,B,R,1996-09-14,2007.0,1274.0,3899.0,517.0,996.0,225.0,27.0,119.0,549.0,33.0,412.0,594.0,35.0,35.0,25.0,41.0,12.0,,,,,,,,,spiezsc01,1274,1,0,469,317,271,0,67,0,34,101,99.0,0,0,0,0,0,0,1274,0,625.0,0.41856886381123365,0.3289263733758833,0.747495237187117
14610,18422.0,walketo04,Todd,Walker,L,R,1996-08-30,2007.0,1288.0,4554.0,647.0,1316.0,284.0,30.0,107.0,545.0,66.0,421.0,571.0,34.0,16.0,18.0,46.0,12.0,,,,,,,,,walketo04,1288,0,0,59,1007,83,1,2,0,0,2,51.0,0,0,0,0,0,0,1288,0,895.0,0.4350021958717611,0.34802461782807226,0.7830268136998333
14617,19209.0,witasja01,Jay,Witasick,R,R,1996-07-07,2007.0,405.0,42.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,22.0,0.0,0.0,2.0,0.0,12.0,,,,,,,,,witasja01,405,405,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,405,0,3.0,0.07142857142857142,0.09302325581395349,0.1644518272425249
14618,19365.0,wrighja01,Jamey,Wright,R,R,1996-07-03,2014.0,722.0,443.0,26.0,64.0,15.0,1.0,1.0,17.0,0.0,12.0,179.0,0.0,0.0,52.0,0.0,19.0,,,,,,,,,wrighja01,722,719,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,423,299,47.0,0.18961625282167044,0.16703296703296702,0.3566492198546375
14619,19416.0,yanes01,Esteban,Yan,R,R,1996-05-20,2006.0,472.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,,,,,,,,,yanes01,472,472,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,472,0,1.0,2.5,1.0,3.5
14620,19486.0,youngdm01,Dmitri,Young,B,R,1996-08-29,2008.0,1364.0,4762.0,648.0,1389.0,301.0,29.0,171.0,683.0,25.0,407.0,871.0,66.0,45.0,3.0,35.0,13.0,,,,2.0,,,,,youngdm01,1364,0,0,439,0,54,0,403,0,103,495,318.0,0,0,0,0,0,0,1364,0,888.0,0.4748005039899202,0.35073347304248426,0.8255339770324044
